ID,MTEvents_stable,MTEvents_unstable,Mass_0,Mass_1,Semimajor,Eccentricity,Merge
11513,0,1,8.555228,2.171706,239.0755,0.0,0
11522,0,1,19.95909,5.730031,152.7269,0.0,0
11579,1,0,19.00617,22.60194,155.7433,0.0,0
11789,1,0,20.25009,22.06515,290.0809,0.0,0
11869,1,0,7.801352,1.193898,264.6696,0.0,0
11943,0,1,6.902756,1.135201,37.39496,0.0,0
12106,0,1,7.267022,7.231272,106.2946,0.0,0
12169,0,1,7.350515,7.651784,26.34073,0.0,0
12171,0,1,6.850317,4.466264,269.8244,0.0,0
12301,0,1,17.81585,6.892171,338.0904,0.0,0
12333,0,1,9.327393,9.344189,170.6079,0.0,0
12404,0,1,10.68183,9.58904,530.4364,0.0,0
12447,0,1,7.534788,7.955801,134.2345,0.0,0
12553,1,0,19.71523,20.33255,330.029,0.0,0
12820,0,1,14.54085,7.624898,59.7342,0.0,0
12883,0,1,7.485039,1.494411,141.8692,0.0,0
12902,0,1,11.84501,7.647258,151.4869,0.0,0
12982,1,0,20.58684,8.348244,113.5558,0.0,0
13168,0,1,6.910107,4.965384,54.52041,0.0,0
13194,0,1,10.74288,7.528103,166.5788,0.0,0
13275,0,1,13.10632,12.41062,69.86825,0.0,0
13302,0,1,9.183308,13.98147,427.7687,0.0,0
13411,1,0,7.200323,0.8152479,749.7455,0.0,0
13439,0,1,7.166545,4.614254,60.20091,0.0,0
13500,0,1,7.836469,5.837583,65.98527,0.0,0
13922,0,1,21.75418,13.20791,678.7048,0.0,0
13975,0,1,18.52555,12.93236,100.0204,0.0,0
14055,1,0,7.463875,0.5880497,565.9371,0.0,0
14342,1,0,13.50554,4.23069,172.9734,0.0,0
14650,0,1,7.986002,3.085327,67.8136,0.0,0
14787,1,0,13.62723,4.920381,108.3152,0.0,0
15128,1,0,14.23421,0.8583279,422.0182,0.0,0
15672,0,1,18.10836,9.093764,536.4631,0.0,0
15791,0,1,7.591932,6.728269,48.17299,0.0,0
15856,1,1,7.379035,0.8516068,19.41502,0.0,0
16024,0,1,11.31576,4.405516,77.48601,0.0,0
16134,0,1,17.84489,5.207211,581.3243,0.0,0
16306,0,1,6.937356,8.709851,35.07364,0.0,0
16324,1,0,19.36925,2.21823,1040.999,0.0,0
16327,0,1,7.370473,2.142095,35.86848,0.0,0
16814,0,1,19.63555,11.38024,321.2541,0.0,0
16943,0,1,7.200241,5.137274,106.99,0.0,0
17308,1,0,19.61048,4.943769,1812.792,0.0,0
17345,1,0,17.87892,14.7848,212.6162,0.0,0
17356,1,0,10.09601,0.9056274,990.5684,0.0,0
17544,1,0,7.349637,1.424758,230.2301,0.0,0
17631,0,1,21.22853,11.93782,189.0368,0.0,0
18372,0,1,16.98851,14.04195,1619.965,0.0,0
18680,0,1,7.630377,3.322263,60.67542,0.0,0
18790,0,1,13.58274,7.337855,164.2764,0.0,0
18836,0,1,9.284412,5.193015,64.3854,0.0,0
18863,0,1,8.780893,11.02159,90.56986,0.0,0
19667,1,0,18.82403,21.39645,119.4962,0.0,0
19809,1,0,13.10024,0.8751786,423.4696,0.0,0
19865,0,1,13.38861,9.428493,81.99091,0.0,0
19924,0,1,12.91756,13.49404,120.4107,0.0,0
19981,1,0,7.323405,0.7791754,785.6431,0.0,0
20226,0,1,11.70923,6.308626,124.1401,0.0,0
20291,0,1,7.050806,4.89576,188.0426,0.0,0
20423,1,0,15.19906,21.23128,88.87686,0.0,0
20623,0,1,9.079269,9.027717,34.69067,0.0,0
20695,1,0,22.28407,8.402826,111.5553,0.0,0
20844,0,1,13.68021,7.203182,294.5898,0.0,0
20905,0,1,8.253533,12.33462,131.7564,0.0,0
21046,1,0,6.937584,1.088393,436.2698,0.0,0
21080,0,1,8.832042,13.27243,156.5094,0.0,0
21148,0,1,7.506407,12.77413,148.1971,0.0,0
21160,0,1,7.029763,9.638217,230.5176,0.0,0
21322,0,1,10.41486,10.68643,886.1326,0.0,0
21359,0,1,12.4181,3.757404,51.02842,0.0,0
21417,0,1,13.55749,6.628108,92.61734,0.0,0
21490,0,1,19.7885,11.63361,481.3916,0.0,0
21492,1,0,19.92434,20.71698,196.8638,0.0,0
21520,0,1,14.83543,5.734604,114.7104,0.0,0
21543,1,0,22.52539,5.68625,1753.766,0.0,0
21700,0,1,13.21435,5.472377,176.9994,0.0,0
21771,0,1,14.4866,11.48154,251.5731,0.0,0
21966,0,1,14.5501,11.35923,183.6708,0.0,0
21985,0,1,18.81815,9.861372,177.9132,0.0,0
22005,1,0,19.65084,18.33431,186.4336,0.0,0
22276,1,0,18.36687,15.04817,352.6742,0.0,0
22329,1,0,23.27982,20.07478,233.7812,0.0,0
22960,0,1,7.86868,9.676434,70.12571,0.0,0
23370,1,0,7.205435,1.125227,455.7002,0.0,0
23424,0,1,9.534646,4.796727,111.2297,0.0,0
23462,0,1,11.70558,5.172475,135.9118,0.0,0
23663,0,1,13.76026,6.848308,146.1371,0.0,0
23688,0,1,16.59392,12.89388,285.4083,0.0,0
24103,0,1,8.623371,8.635934,42.91262,0.0,0
24173,0,1,18.98457,11.74695,788.6405,0.0,0
24211,0,1,19.66251,14.16273,1901.38,0.0,0
24227,1,0,22.65985,24.16664,201.6358,0.0,0
24477,0,1,19.60446,9.43567,94.55668,0.0,0
24566,0,1,22.42318,12.11463,325.7764,0.0,0
24701,1,0,14.94141,1.299313,504.4558,0.0,0
24889,0,1,14.81084,9.741054,324.2302,0.0,0
24959,1,0,12.3897,19.52979,33.12231,0.0,1
25000,0,1,7.73908,1.213117,25.45666,0.0,0
25006,0,1,7.3765,3.674162,48.74891,0.0,0
25468,1,0,7.432366,1.87241,238.803,0.0,0
25511,1,0,19.49924,18.57025,190.2979,0.0,0
25659,0,1,12.63099,7.842354,288.531,0.0,0
25865,0,1,22.37829,11.22122,138.826,0.0,0
25893,0,1,7.088821,7.845838,133.7281,0.0,0
26228,0,1,19.74205,9.181375,246.4396,0.0,0
26245,0,1,11.76156,13.4142,496.3834,0.0,0
26356,0,1,10.96199,13.72891,246.1897,0.0,0
26516,0,1,15.44769,13.59776,422.1098,0.0,0
26633,0,1,8.346289,6.421979,124.086,0.0,0
26667,1,0,7.065866,1.049484,241.6137,0.0,0
26801,1,0,13.39559,19.8152,113.9315,0.0,0
27144,0,1,7.770825,1.553962,70.26312,0.0,0
27614,0,1,8.311048,7.830195,193.3829,0.0,0
27648,0,1,18.17388,4.598706,613.9098,0.0,0
27752,1,0,14.44228,1.728688,803.1158,0.0,0
28054,0,1,13.58518,10.92861,78.83366,0.0,0
28103,0,1,18.97269,10.49366,437.5088,0.0,0
28397,0,1,8.176759,9.003257,133.4506,0.0,0
28428,0,1,18.62716,5.308678,181.0329,0.0,0
28429,1,0,21.94836,11.66979,99.20104,0.0,0
28505,0,1,23.13458,11.38355,125.3202,0.0,0
28520,1,0,19.39278,9.431157,136.4101,0.0,0
28566,1,0,18.44529,9.516741,779.5128,0.1332333,0
28636,0,1,19.75771,5.344849,269.9056,0.0,0
28878,1,0,7.019705,0.8475794,768.917,0.0,0
29012,0,1,19.71144,8.358762,522.7305,0.0,0
29212,1,0,18.80256,1.299021,391.42,0.0,0
29279,0,1,17.54194,5.702274,231.4677,0.0,0
29438,0,1,16.04734,12.11812,1089.636,0.0,0
29623,1,0,15.16051,19.2922,203.4748,0.0,0
29720,0,1,18.9999,7.69439,299.0219,0.0,0
29812,0,1,18.18916,10.50487,202.1955,0.0,0
29968,0,1,12.16116,3.684727,62.9281,0.0,0
30185,0,1,7.120593,8.123909,56.10319,0.0,0
30232,1,0,12.71852,2.600669,1115.793,0.0,0
30324,0,1,7.228516,5.786198,62.26064,0.0,0
30453,0,1,11.88126,13.69031,56.18044,0.0,0
30471,0,1,12.52569,13.7925,132.2311,0.0,0
30635,0,1,8.386172,7.326341,188.1414,0.0,0
30956,0,1,7.388589,6.816267,80.19382,0.0,0
30976,0,1,7.138676,2.243183,100.7158,0.0,0
31136,0,1,19.37335,10.91988,169.7705,0.0,0
31146,0,1,11.48565,6.779399,64.56253,0.0,0
31236,0,1,17.13039,5.159922,165.1085,0.0,0
31602,0,1,8.764838,12.54295,139.7068,0.0,0
31678,0,1,19.75681,8.904804,116.0432,0.0,0
31785,0,1,11.29789,10.24007,182.7121,0.0,0
31839,1,0,8.380747,0.4534313,128.5685,0.0,0
31959,0,1,7.015085,3.70429,29.10391,0.0,0
31984,0,1,8.680174,5.999647,61.54266,0.0,0
32159,1,0,21.82481,24.16264,242.4085,0.0,0
32315,1,0,18.73165,1.101825,1135.558,0.0,0
32395,1,0,8.066266,0.8195566,1025.705,0.0,0
32498,0,1,6.937639,0.7488925,21.7799,0.0,0
32504,0,1,7.844062,3.155643,57.16374,0.0,0
32507,0,1,7.841265,3.03877,61.32007,0.0,0
32543,0,1,8.359282,11.40155,72.48124,0.0,0
32770,0,1,7.403607,7.572965,51.33615,0.0,0
32824,1,0,11.61221,14.70051,107.5337,0.0,0
33050,1,0,21.60708,15.34627,215.1873,0.0,0
33217,0,1,8.573721,2.588144,58.56777,0.0,0
33429,0,1,14.77043,12.27582,156.5456,0.0,0
33775,0,1,9.112892,5.139367,965.2163,0.0,0
33888,0,1,10.46793,12.58244,87.34254,0.0,0
33952,0,1,6.957439,3.370365,39.3286,0.0,0
34023,0,1,7.699633,5.027698,35.93756,0.0,0
34132,0,1,7.688445,1.532118,74.62454,0.0,0
34177,0,1,12.02843,9.539872,235.927,0.0,0
34574,0,1,7.361558,2.536192,52.86074,0.0,0
34609,1,0,21.73181,14.45539,216.1481,0.0,0
34643,1,0,7.195947,0.7104143,569.9722,0.0,0
34654,0,1,7.707484,1.807945,36.06293,0.0,0
34740,0,1,7.203495,11.98678,17.05581,0.0,0
34761,0,1,16.58096,5.490497,205.4321,0.0,0
34807,1,0,21.63993,6.136294,120.0988,0.0,0
34866,0,1,14.46405,9.97783,462.5454,0.0,0
34887,0,1,12.99485,11.54869,609.8987,0.0,0
34931,0,1,7.222996,3.922301,60.85382,0.0,0
35278,1,0,22.60422,19.85837,157.72,0.0,0
35475,1,0,7.460229,1.555624,158.7856,0.0,0
35529,0,1,10.23812,14.97738,713.5994,0.0,0
35648,0,1,21.58136,7.089187,524.5965,0.0,0
35718,0,1,14.15576,2.571151,73.26653,0.0,0
35732,1,0,12.31395,19.51577,25.3709,0.7001602,0
35820,1,0,7.55384,0.4610179,154.0005,0.0,0
35823,1,0,6.914778,0.8585208,1251.83,0.0,0
35938,0,1,7.645755,8.943891,77.01696,0.0,0
36119,0,1,11.02979,1.854682,49.8872,0.0,0
36146,1,0,19.43944,1.490461,1074.891,0.0,0
36562,0,1,9.963311,10.76879,136.7127,0.0,0
36861,0,1,7.667679,3.469392,56.8274,0.0,0
37018,0,1,14.13682,11.56293,106.0045,0.0,0
37439,1,0,14.3428,19.22684,174.5143,0.0,0
37449,1,0,11.94169,19.27798,221.6438,0.09106614,0
37452,0,1,7.877652,6.301399,473.6411,0.0,0
37486,0,1,19.05813,10.37621,1238.951,0.0,0
37572,0,1,7.97201,3.456584,62.92304,0.0,0
37595,1,0,13.41409,18.79871,194.7852,0.0,0
37607,0,1,18.89005,13.72806,440.5822,0.0,0
37639,0,1,17.61879,4.651902,228.9723,0.0,0
37903,0,1,8.255648,10.16945,21.87506,0.0,0
37959,1,0,18.08704,0.9986998,489.3418,0.0,0
38220,0,1,21.62921,12.53822,483.4985,0.0,0
38234,1,0,19.0287,9.275291,76.79575,0.0,0
38286,0,1,8.159932,2.896463,60.96952,0.0,0
38378,1,0,19.63011,22.20887,682.994,0.0,0
38393,0,1,7.370125,7.685074,120.6358,0.0,0
38652,1,0,7.103533,0.5123687,683.3376,0.0,0
38728,0,1,11.84982,3.039564,264.7187,0.0,0
38746,0,1,15.21082,11.73375,170.0597,0.0,0
38788,0,1,21.99539,9.057098,238.8144,0.0,0
38823,1,0,7.032744,0.7935496,728.9309,0.0,0
38875,0,1,21.81312,9.54849,144.4023,0.0,0
38917,1,0,19.66248,3.717417,436.0173,0.0,0
38939,0,1,7.193855,11.96509,76.45939,0.0,0
39300,0,1,6.986157,8.319425,188.6126,0.0,0
39445,1,0,12.78528,6.649823,111.6899,0.0,0
39483,1,0,7.446005,1.031067,357.8386,0.0,0
39720,0,1,7.318758,4.466596,47.28078,0.0,0
39910,1,0,8.560577,0.4967456,229.8915,0.0,0
40019,0,1,12.89589,14.22505,825.4445,0.0,0
40066,0,1,7.076781,9.959753,127.929,0.0,0
40073,0,1,8.021047,5.015652,107.2044,0.0,0
40305,0,1,10.79666,8.700022,328.9129,0.0,0
40668,1,0,17.60771,20.01455,160.3515,0.0,0
40752,0,1,8.29876,8.361402,242.8139,0.0,0
40845,1,0,19.57629,19.87121,312.8861,0.0,0
40859,0,1,7.464137,5.28167,126.6814,0.0,0
41061,0,1,13.59605,14.3066,688.28,0.0,0
41182,0,1,12.11034,2.852276,60.76436,0.0,0
41249,0,1,8.033633,4.931333,121.8857,0.0,0
41312,0,1,7.083931,3.551897,20.15312,0.0,0
41453,1,1,7.159043,1.017862,62.98891,0.0,0
41529,1,0,18.954,4.790391,733.0792,0.0,0
41537,0,1,7.327079,1.917468,35.01544,0.0,0
41834,0,1,7.915655,8.390199,138.8017,0.0,0
42005,1,0,20.65372,14.53059,227.0547,0.0,0
42174,1,0,23.15868,7.682789,139.4303,0.0,0
42290,1,0,19.02828,19.02279,196.0068,0.0,0
42342,0,1,8.927271,7.308051,95.89408,0.0,0
42455,0,1,7.70801,2.887903,66.42418,0.0,0
42899,1,0,8.743541,0.807272,870.6854,0.0,0
43038,1,0,7.790771,1.633362,90.47242,0.0,0
43189,0,1,11.19299,9.595312,349.8596,0.0,0
43245,0,1,23.67097,11.17894,122.7741,0.0,0
43270,0,1,8.14227,3.359533,47.63816,0.0,0
43318,0,1,7.518681,3.046957,51.8702,0.0,0
43513,0,1,13.1115,3.910902,67.21932,0.0,0
43655,0,1,19.31243,13.08111,256.0949,0.0,0
43773,0,1,7.278697,3.66008,85.5862,0.0,0
43972,0,1,19.41772,8.243851,175.7365,0.0,0
43979,0,1,8.350626,5.548194,86.91572,0.0,0
44150,1,0,18.04962,18.42433,383.9974,0.0,0
44184,0,1,7.632732,8.166846,85.45073,0.0,0
44586,0,1,7.628771,13.14504,29.03198,0.0,0
44747,0,1,8.27682,1.745544,95.44262,0.0,0
44868,0,1,8.264725,7.860796,274.9334,0.0,0
45081,0,1,12.52264,5.345412,235.9405,0.0,0
45208,0,1,7.163837,5.783888,116.6544,0.0,0
45345,0,1,16.32045,11.9885,1431.991,0.0,0
45393,1,0,7.297955,1.583802,298.7979,0.0,0
45662,0,1,7.090249,4.331733,40.63874,0.0,0
45739,0,1,7.926891,2.920117,42.0011,0.0,0
45829,0,1,8.152982,9.143447,11.17296,0.0,0
45912,0,1,9.05054,8.199354,47.11072,0.0,0
46015,0,1,15.48779,14.07229,320.1867,0.0,0
46042,0,1,11.17666,12.8482,387.9141,0.0,0
46166,0,1,7.468754,11.00373,68.0684,0.0,0
46202,0,1,7.360495,5.581981,346.9693,0.0,0
46464,0,1,17.88788,6.244339,242.9475,0.0,0
46474,0,1,7.705252,7.53092,35.49994,0.0,0
46586,1,0,19.36086,21.27999,169.1004,0.0,0
46656,1,0,7.131726,0.8284341,123.1482,0.0,0
46713,1,0,7.003105,1.017278,410.046,0.0,0
46757,0,1,18.1935,10.55615,343.7055,0.0,0
46813,1,0,8.440253,1.919295,330.1028,0.0,0
46832,1,0,8.513136,1.69947,213.9263,0.0,0
46850,0,1,7.550122,3.176687,280.6504,0.0,0
46997,1,0,7.890601,0.773964,215.4015,0.163727,0
47054,0,1,15.14739,11.65618,541.2064,0.0,0
47055,0,1,7.462506,5.624983,57.4619,0.0,0
47109,1,0,11.59234,2.428952,405.021,0.0,0
47167,0,1,10.58998,13.76173,300.7218,0.0,0
47299,1,0,19.1353,0.4677945,275.7672,0.0,0
47468,0,1,11.73104,13.49644,170.3193,0.0,0
47546,0,1,21.41588,12.98367,2105.125,0.0,0
47619,1,0,7.985752,1.494017,363.0098,0.0,0
47625,0,1,13.13906,9.75213,65.00326,0.0,0
47695,0,1,14.88089,3.308374,92.46809,0.0,0
47784,0,1,13.17699,3.106294,161.018,0.0,0
47878,1,0,7.358579,1.386334,96.5179,0.0,0
47945,0,1,6.893284,8.235231,170.1228,0.0,0
48167,1,0,19.04966,5.152584,142.8241,0.0,0
48169,0,1,7.58664,4.784577,70.99295,0.0,0
48390,0,1,7.378929,2.227315,48.50104,0.0,0
48492,0,1,20.80608,9.520674,690.5511,0.0,0
48497,0,1,7.745276,8.286815,161.5399,0.0,0
48735,0,1,15.66668,7.499876,142.6937,0.0,0
48742,1,0,7.079874,0.7587808,860.1113,0.0,0
48845,1,0,15.6109,0.8988955,437.3133,0.0,0
48861,0,1,7.592076,4.288425,112.0935,0.0,0
48872,0,1,6.924563,0.8353197,17.25752,0.0,0
49025,1,0,20.59135,15.69459,549.5395,0.0,0
49064,0,1,20.53262,9.322786,229.9158,0.0,0
49133,0,1,7.364075,5.704167,23.51914,0.0,0
49177,0,1,20.19612,5.862413,211.3858,0.0,0
49271,0,1,16.30122,6.078599,867.3592,0.0,0
49429,0,1,19.71455,9.010023,596.2772,0.0,0
49579,0,1,14.96321,3.477646,99.02987,0.0,0
49925,1,0,13.62682,20.48081,228.5821,0.0,0
49991,0,1,10.6775,13.26216,338.5826,0.0,0
50087,0,1,19.23918,11.85724,155.8154,0.0,0
50298,0,1,7.713566,6.399479,108.9544,0.0,0
50328,0,1,8.048515,1.832077,35.46519,0.0,0
50433,1,0,19.64461,17.06414,445.0604,0.0,0
50504,1,0,19.46148,2.126501,1156.235,0.0,0
50579,1,0,8.412752,0.7504676,832.7953,0.0,0
50665,0,1,18.98684,10.27592,140.014,0.0,0
50866,0,1,21.92948,13.17169,544.0871,0.0,0
50949,0,1,19.03241,10.93129,141.9581,0.0,0
51255,1,0,15.5524,23.40841,307.4621,0.2945045,0
51307,0,1,14.79456,15.3646,486.8071,0.0,0
51613,0,1,7.462171,6.997675,56.77457,0.0,0
51617,0,1,19.87606,8.122164,292.1165,0.0,0
51766,0,1,9.457192,6.255945,160.8786,0.0,0
51913,0,1,18.21702,6.383913,251.7501,0.0,0
51951,0,1,7.428437,6.371127,81.67884,0.0,0
52107,0,1,20.07039,8.404173,234.6853,0.0,0
52409,0,1,7.637701,7.070903,23.25395,0.0,0
52495,1,0,7.420277,0.8060848,785.2794,0.0,0
52958,0,1,12.39638,10.42145,116.6479,0.0,0
53128,1,0,24.69109,16.23486,534.3294,0.0,0
53159,0,1,24.02445,12.77341,251.0034,0.0,0
53290,0,1,21.1313,5.576792,749.0528,0.0,0
53361,0,1,13.41476,10.58178,351.1706,0.0,0
53531,0,1,13.09108,4.223158,110.7166,0.0,0
53597,0,1,8.267442,5.472823,374.8478,0.0,0
53614,0,1,7.581785,8.539275,191.1078,0.0,0
53995,0,1,22.41313,9.868155,153.5853,0.0,0
54070,0,1,12.87255,6.909575,64.95548,0.0,0
54074,0,1,15.98623,4.457732,175.1255,0.0,0
54237,1,0,7.358606,1.189763,376.8826,0.0,0
54391,1,0,7.519932,0.7696447,851.418,0.0,0
54495,0,1,15.03307,10.96828,52.88495,0.0,0
54535,0,1,9.063997,7.651698,68.82095,0.0,0
54753,0,1,8.252633,2.766393,214.1141,0.0,0
54793,1,0,18.48539,6.330485,243.8213,0.0,0
55000,0,1,18.83594,9.530286,379.1766,0.0,0
55020,1,0,7.645253,0.8843683,365.7457,0.0,0
55047,0,1,8.875825,7.122476,110.7852,0.0,0
55134,1,0,7.875853,1.155499,129.0648,0.0,0
55185,0,1,18.35284,8.301733,153.3988,0.0,0
55248,0,1,7.030244,7.190041,64.34426,0.0,0
55361,0,1,15.42928,13.09848,244.2973,0.0,0
55663,1,0,19.05928,21.43597,139.313,0.0,0
55734,0,1,13.41378,12.47554,165.4792,0.0,0
55793,0,1,20.58737,13.82021,1109.175,0.0,0
55869,0,1,7.984662,7.971133,76.53713,0.0,0
55925,0,1,12.19987,3.506237,74.99274,0.0,0
55961,0,1,7.521578,4.206133,27.82229,0.0,0
55962,0,1,11.57229,3.129494,57.01338,0.0,0
56070,1,0,19.26781,6.272793,116.9677,0.0,0
56276,0,1,7.071557,2.868784,53.57998,0.0,0
56510,1,0,7.871543,0.5887421,610.7148,0.0,0
56635,0,1,8.287884,14.56012,320.9981,0.0,0
56832,0,1,11.33933,13.50801,108.5559,0.0,0
57011,0,1,12.13561,9.148713,80.7423,0.0,0
57111,0,1,18.15376,5.891031,942.7808,0.0,0
57219,1,0,18.71875,18.43725,278.9819,0.0,0
57292,0,1,10.70314,14.57971,169.3207,0.0,0
57513,0,1,15.22022,13.62228,272.836,0.0,0
57668,1,0,7.019673,0.6592573,173.9553,0.0,0
57802,1,0,19.47008,3.489254,237.4029,0.0,0
57817,0,1,15.63771,12.78747,117.7544,0.0,0
58087,0,1,15.02271,11.26203,347.0132,0.0,0
58121,0,1,7.198854,4.664573,61.38265,0.0,0
58195,0,1,7.902205,12.64698,56.56755,0.0,0
58293,0,1,8.047803,8.326289,212.7677,0.0,0
58348,0,1,6.98256,3.961687,381.5849,0.0,0
58429,0,1,7.253428,5.354868,25.14005,0.0,0
58519,0,1,13.29939,3.958775,603.1694,0.0,0
58977,0,1,20.95787,10.54862,112.7997,0.0,0
59029,0,1,12.86925,6.588844,228.2775,0.0,0
59359,0,1,14.76595,11.45168,124.3142,0.0,0
59847,0,1,7.33248,3.474937,29.89472,0.0,0
59934,0,1,7.393744,3.369245,48.20726,0.0,0
60126,0,1,7.646363,7.505697,22.5008,0.0,0
60198,0,1,13.4543,14.48027,394.9161,0.0,0
60396,0,1,7.724832,7.792481,139.0824,0.0,0
60576,0,1,8.516895,12.96202,75.98067,0.0,0
60589,0,1,8.531442,1.664625,150.4668,0.0,0
60627,0,1,8.26579,5.470169,72.95878,0.0,0
60645,0,1,16.14087,12.76015,247.7628,0.0,0
61017,1,0,8.634318,0.7914365,662.9695,0.0,0
61070,0,1,10.60421,9.199235,373.0328,0.0,0
61201,0,1,18.5562,10.71006,183.7267,0.0,0
61315,0,1,11.84995,2.265465,66.11461,0.0,0
61541,0,1,8.89536,11.48943,65.90712,0.0,0
61609,1,0,15.39355,20.53028,103.0827,0.0,0
61926,0,1,7.051814,5.80524,29.21988,0.0,0
62081,0,1,7.375078,11.7031,7.912254,0.0,1
62176,0,1,8.014532,7.426831,156.9259,0.0,0
62394,0,1,12.94653,4.728437,114.5176,0.0,0
62499,0,1,16.74347,11.39105,426.8051,0.0,0
62561,0,1,20.75554,12.80869,203.5861,0.0,0
62867,1,0,22.81822,6.800553,678.5001,0.0,0
