ID,MTEvents_stable,MTEvents_unstable,Mass_0,Mass_1,Semimajor,Eccentricity,Merge
2530081,1,0,43.94397,45.6508,124.0145,0.0,0
2530195,1,0,37.23041,39.90703,20.88638,0.0,1
2550167,1,0,25.6663,10.38098,86.53164,0.0,0
2550187,1,2,7.351781,8.055645,1.980211,0.0,0
2570024,1,0,39.14083,5.924803,204.8403,0.0,0
2570028,1,0,43.60242,1.068819,771.314,0.0,0
2580116,1,0,19.24092,7.61141,94.6296,0.0,0
2590098,1,0,11.79022,2.563555,143.1511,0.0,0
2590129,1,0,35.79425,32.18178,105.6497,0.0,0
2600186,1,0,42.58554,3.096807,854.1317,0.0,0
2600210,1,0,10.05906,2.951398,38.55559,0.0,0
2600232,1,0,12.08875,4.968536,72.5191,0.0,0
2610169,1,0,26.34322,3.736767,325.8485,0.0,0
2620005,1,0,15.39756,5.365726,139.1564,0.0,0
2620034,1,0,34.81619,32.09147,190.2419,0.0,0
2620054,1,0,43.60857,42.17044,84.35698,0.0,0
2620124,1,0,12.30456,9.943097,21.29993,0.0,0
2620173,1,0,15.59458,10.33487,32.272,0.0,0
2620214,1,0,45.79155,56.65303,159.6672,0.0,0
2640030,1,0,17.86821,13.49042,39.17742,0.0,0
2640082,1,0,22.03979,8.12943,75.3291,0.0,0
2650067,1,0,34.54196,5.117388,127.7977,0.0,0
2680012,0,1,20.47381,7.266867,202.1906,0.0,0
2680174,1,0,19.43087,4.330798,295.3859,0.0,0
2680184,1,0,23.251,4.879717,435.9187,0.0,0
2700037,1,0,20.53448,4.156879,422.3228,0.0,0
2710097,1,0,24.0757,13.95831,58.96414,0.0,1
2720125,1,0,24.09378,9.691953,20.30375,0.0,1
2720155,1,0,40.81654,6.820511,244.4727,0.0,0
2720171,1,0,8.222881,6.18949,6.156558,0.0,0
2730015,1,0,28.47982,30.98286,96.39928,0.0,0
2730037,1,0,15.83393,5.418558,139.395,0.0,0
2730058,1,0,36.52729,37.06943,63.52173,0.0,0
2730118,1,0,18.74888,4.111269,254.4845,0.0,0
2740242,1,0,16.60838,7.892279,73.24073,0.0,0
2760123,1,0,32.85763,5.305092,105.4703,0.0,0
2760161,1,0,19.61674,3.117627,640.8697,0.0,0
2760167,2,1,8.665931,7.744218,2.273431,0.0,0
2770069,1,0,21.56414,3.225577,251.7674,0.0,0
2770164,1,0,20.13046,4.51031,195.2216,0.0,0
2800177,1,0,26.64468,4.513652,90.41061,0.0,0
2800226,1,0,13.71937,7.344501,4.945674,0.0,0
2810231,1,0,37.31023,40.62255,59.27735,0.0,0
2820098,1,0,43.5516,9.935217,92.96505,0.0,0
2820115,1,0,9.169981,0.5700267,64.18842,0.0,0
2820190,1,0,15.96896,6.680068,17.8482,0.0,0
2840020,1,0,38.36384,27.54942,66.14577,0.0,0
2840218,1,0,11.81678,1.14612,159.8805,0.0,0
2840248,1,0,21.4351,5.423115,70.27648,0.0,0
2850143,1,0,24.70363,5.995447,109.5653,0.0,0
2850198,1,0,19.99325,22.11158,30.33263,0.0,1
2870011,1,0,29.21812,3.06529,406.3629,0.0,0
2880244,1,0,14.75721,2.132287,121.0607,0.0,0
2890034,1,0,20.83077,21.29702,17.81089,0.0,1
2890081,1,0,19.72516,16.89543,15.06737,0.0,1
2890158,1,0,34.28105,22.58147,30.56799,0.0,1
2890170,1,0,20.38641,6.756285,63.5785,0.0,0
2890218,1,0,14.49222,1.739004,124.7385,0.0,0
2900180,1,0,10.42311,0.5587528,56.70236,0.0,0
2900246,0,1,9.378912,10.30109,2.716245,0.0,1
2910014,1,0,19.00851,4.587808,394.9516,0.0,0
2920004,1,0,12.6455,1.846053,118.9573,0.0,0
2920121,1,0,37.27585,2.41857,214.1194,0.0,0
2930200,1,0,16.03867,8.274607,37.85363,0.005886641,0
2940078,1,0,12.40529,1.708173,123.2051,0.0,0
2940085,1,0,9.061598,1.706997,91.45212,0.0,0
2940086,0,1,7.630066,3.812026,54.95953,0.0,0
